Date,Positive,Negative,Neutral,sentiment_score,KOSPI_d_rtn,KOSPLMKC_d_rtn,KOSPMMKC_d_rtn,KOSPSMKC_d_rtn,KOSDAQ_d_rtn,KOSD100_d_rtn,KOSDM300_d_rtn,KOSDSMAL_d_rtn,KOSPI_Index_30_rtn,KOSDAQ_Index_30_rtn,KOSPLMKC_Index_30_rtn,KOSPMMKC_Index_30_rtn,KOSPSMKC_Index_30_rtn,Nasdaq_rtn,KOSPI Index_30_vol,KOSDAQ Index_30_vol,KOSPLMKC Index_30_vol,KOSPMMKC Index_30_vol,KOSPSMKC Index_30_vol,KOSPI Index_open_vol,KOSDAQ Index_open_vol,KOSPLMKC Index_open_vol,KOSPMMKC Index_open_vol,KOSPSMKC Index_open_vol,lrg_cap_rtn,mid_cap_rtn,sml_cap_rtn,spread_lrg,spread_mid,spread_sml,lrg_buy_rate,mid_buy_rate,sml_buy_rate,FOMC
2023-01-02,0.1855689436197281,0.5092977285385132,0.3051333725452423,-0.3237287849187851,-0.004809436285254508,-0.0017715279287896886,-0.019795236681890333,-0.015254643590204911,-0.011519227167370217,-0.005692349153755815,-0.01763731382952145,-0.014291763849500056,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-01-03,0.0149637395516037,0.7873469591140747,0.1976892948150634,-0.772383219562471,-0.003145569436974148,-0.0032058023284265093,-0.0037920852320715765,-0.00043803294708101326,0.005109706169666606,0.004618298408281623,0.009386669303327636,0.001954176211612396,,,,,,-0.0076246709321160615,,,,,,,,,,,,,,6.495556122448977,2.2192055501355004,0.964335025483302,0.2455929996941709,0.32594125375190486,0.3852074422918144,0
2023-01-04,0.0589826181530952,0.7503814101219177,0.19063600897789,-0.6913987919688225,0.01667204390016426,0.018782588822080736,0.005035932371795223,0.010580623278201463,0.012836731007953387,0.005812561775662657,0.01760191290139053,0.01735849877511086,,,,,,0.006886806004377088,,,,,,,,,,,0.015011094311382641,0.02045974415873689,0.026874116961800414,5.417257479591839,1.7231297100270997,0.9011577996485043,0.2398797613168001,0.3187950417611485,0.3896854835528998,0
2023-01-05,0.0001299832947552,0.830959677696228,0.1689102053642273,-0.8308296944014728,0.0038357532601173065,0.003868839707758523,0.0031360936539834086,0.005792328653122842,-0.005500200872418734,-0.009883814218441868,-0.004777181255734699,-0.00045900420636439194,,,,,,-0.014787401027986626,,,,,,,,,,,-0.01544588486939433,-0.0085540689883162,-0.002329023449129114,5.237007489795924,1.736064566395662,0.8379489881370806,0.2354454696812429,0.3208497390039743,0.38289142977773355,0
2023-01-06,0.0230921264737844,0.7926703095436096,0.1842375844717025,-0.7695781830698252,0.011118495435249093,0.012081552403224071,0.006534150131553384,0.006539558855480074,0.01317904030277474,0.013608947810023406,0.014073502642607254,0.011514100587951584,,,,,,0.025300122650267667,,,,,,,,,,,0.02568970570318855,0.01853251025596369,0.017146350988153383,7.252245244897956,2.072611913279131,0.9206978207381339,0.28103206205503845,0.3388600681477691,0.39342178116696536,0
2023-01-07,0.0005651519750244,0.0584383904933929,0.9409964084625244,-0.0578732385183685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-01-08,3.8816084270365536e-05,0.9999020099639891,5.916850204812363e-05,-0.9998631938797188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-01-09,4.810274185729213e-05,0.7713587880134583,0.2285930663347244,-0.771310685271601,0.025957458907970896,0.0267964564461415,0.02464610266089571,0.015630370775955135,0.017653229718643467,0.017016458014422017,0.018041706249403936,0.018467716908830173,,,,,,0.006258939344686288,,,,,,,,,,,0.0038016023068186797,0.0010066881147205817,0.008897991188268627,6.399234693877554,1.9348722330623294,0.907732330843584,0.24694656710565455,0.31632747757596147,0.37575176279830835,0
2023-01-10,0.0826912000775337,0.7026376128196716,0.214671179652214,-0.6199464127421379,0.00047644369719732153,0.00012007993907525563,0.0025127923366746784,0.0007210818412533431,-0.007385917377212831,-0.01790630650715213,-0.004194774386129477,0.002704202364820238,,,,,,0.010008372328542887,,,,,,,,,,,0.008605846906945182,0.016261116911863962,0.021542052492588847,5.238781642857146,1.9099429186991874,0.8707066335676605,0.2518078008923239,0.3455198064958933,0.4009164126101434,0
2023-01-11,0.0381272919476032,0.7538154125213623,0.2080573290586471,-0.7156881205737591,0.003489827012821443,0.0029588417454468907,0.005048088096296011,0.008844666547367847,0.01951947705773072,0.02581662182992268,0.017227648802901264,0.013514439004442614,,,,,,0.01744414294214377,,,,,,,,,,,0.012967981364523335,0.010495286175312077,0.013715600128247171,4.796894897959183,1.6719977506775077,0.8287213260105449,0.2593192035376739,0.32191981949746434,0.387096767128161,0
2023-01-12,0.051458403468132,0.6607751846313477,0.2877664268016815,-0.6093167811632156,0.0023578576864350777,0.0021483386406551774,0.003614862016568194,0.0030758565072505277,0.0014782593024158228,0.0036767878791068064,-0.0002765146877639649,0.000256948959259144,,,,,,0.0063311867966301325,,,,,,,,,,,0.004418845959494223,0.014531149032295586,0.021599591521996177,6.5032710918367345,1.848407224932248,0.9185000355887524,0.2578666055093294,0.34470233148638096,0.3997472442414764,0
2023-01-13,0.001032709958963,0.7160986661911011,0.2828686535358429,-0.7150659562321381,0.008835738649790651,0.009874883363127819,0.0039975148263566435,0.003955958823196844,0.0014058372669096448,-0.003413711375653836,0.0034662611392916676,0.005230405484783233,,,,,,0.007070598372169982,,,,,,,,,,,0.005817648894263282,0.008602721502899112,0.013429653381968764,5.361756122448981,1.7982832981029824,0.8315010276801416,0.2620893389970897,0.3236370061982745,0.3943351564096448,0
2023-01-14,1.076840135283419e-06,0.5000005960464478,0.4999984800815582,-0.4999995192063124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-01-15,5.79895859118551e-05,0.9992055892944336,0.0007363896584138,-0.9991475997085216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-01-16,0.0002827786956913,0.4920812249183655,0.5076360106468201,-0.4917984462226741,0.005754359321240842,0.005821341359492453,0.006669233099990386,0.002052585550848119,0.007097341353052115,0.008812064001596395,0.00522266167874908,0.005072318437734852,0.004330104704420955,0.0020928974725167152,0.004613598912507013,0.003616089954200194,0.0011410536659017662,,1.2853376068556526e-06,2.700557749366775e-07,1.4723039464076511e-06,1.319807612880803e-06,3.364049225091703e-07,3.3613005302715888e-06,1.072664169617547e-05,3.940231659500275e-06,7.687004677038294e-06,2.2930460962985434e-06,,,,,,,,,,0
2023-01-17,0.0219470858573913,0.8508941531181335,0.1271587610244751,-0.8289470672607423,-0.008566250007841223,-0.009630676285664037,-0.0029181274907577616,-0.005093174417477193,-0.010065975922258759,-0.0171574926728018,-0.00562082401172737,-0.005561038414680369,0.0005464583586640081,-0.0009217620272205027,0.0009131786614131086,-0.0011604745203386943,-0.0010732272143814604,0.0014386045403814087,1.8060205905192747e-06,7.02360139760957e-07,2.247500236931655e-06,6.853526186127896e-07,3.8300444744333743e-07,1.578248671146169e-05,1.4094415612728787e-05,1.650028590973742e-05,1.6439525621722254e-05,7.69739421928856e-06,0.0006233448288024245,-0.0027143311851656735,0.004991646718878678,5.03930221428572,1.7888639918699194,0.7978291933216167,0.2665204945373005,0.3144310129201797,0.3833832323264823,0
2023-01-18,0.0166123658418655,0.6938760876655579,0.289511501789093,-0.6772637218236923,-0.004663309284305757,-0.0050293341506615396,-0.002494203204274744,-0.004302117633533136,0.0028702902657212733,0.004199267186664292,0.0029060006379423003,0.001427895299837857,-0.0019468199302072012,-0.0014048300359106377,-0.002275633812510215,0.00017566383220312992,-0.00172788021022439,-0.012525036629840959,1.9063171123454892e-06,2.651648938903215e-07,2.7399506428000293e-06,3.440653800785115e-07,2.7771106769666323e-07,2.5235836561370518e-05,1.3125856694797405e-05,2.861984391359761e-05,2.282725849076183e-05,1.0352550921191588e-05,-0.014311694417986352,-0.01737605094043572,-0.019737883687066127,6.655410551020408,2.304275688346887,0.9268402987697717,0.24636805325181824,0.3118256660460409,0.36047299793666,0
2023-01-19,0.0702748224139213,0.5857535600662231,0.3439716696739197,-0.5154787376523018,0.005062491596166051,0.005343094228538153,0.004410880363013252,0.001924116253840325,0.0016004046542608052,0.0032073011350572038,0.0027148233737851204,-0.001476780436697814,0.00047785684234013604,-0.0007351174398365719,0.0006489182078495957,0.0003132481622285659,-0.001719994659728203,-0.009605159387822491,1.0370853271602879e-06,2.642651986136775e-07,1.3585801807503743e-06,3.7055228156810024e-07,2.4000829127597343e-07,1.152924766916127e-05,5.297538144495534e-06,1.293780379521436e-05,2.347737836853933e-05,6.266085469253366e-06,-0.013923492034942978,-0.008209637897532913,-0.011531390691005212,5.455866000000004,1.7447144390243898,0.7918695149384888,0.24786805992439204,0.32317273580240735,0.379435407413319,0
2023-01-20,0.0182372946292161,0.7473392486572266,0.2344234436750412,-0.7291019540280105,0.006248449846548199,0.006423118184178151,0.004679652827814709,0.007305652467198186,0.007100654633089004,0.005421836831245395,0.009021705555363392,0.006977626547234078,-0.0009713658123975899,-0.0005880788195077348,-0.0011286922372253485,-0.00014871270591570575,-0.0003332577362835903,0.026206558701532837,7.359092934117539e-07,1.893000234576413e-07,9.589918637290163e-07,6.313125203917122e-07,5.86144530813371e-07,8.28763107499742e-06,1.3926121866934503e-05,1.133028342668809e-05,3.513343039504177e-06,2.4496140632229676e-06,0.02390981138282802,0.019057541966330742,0.018636901730715104,5.646923816326527,1.844186466124661,0.8319964090509644,0.28460204629574526,0.36209465323705475,0.40691405095238403,0
2023-01-21,4.178907602181425e-06,0.7124178409576416,0.2875780761241913,-0.7124136620500394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-01-22,0.2621034383773803,0.66130131483078,0.0765952765941619,-0.3991978764533997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023-01-23,0.0055195316672325,0.8888526558876038,0.1056277379393577,-0.8833331242203712,,,,,,,,,,,,,,0.019905708791468055,,,,,,,,,,,0.021630050021391487,0.013525554721490335,0.012983767988981399,6.475976204081629,1.978683685636856,0.9495702697715257,0.27185763701203436,0.342042340495419,0.3935901388630931,0
2023-01-24,0.0654433146119117,0.6219739317893982,0.3125827014446258,-0.5565306171774865,,,,,,,,,,,,,,-0.002655662594797334,,,,,,,,,,,-0.0035215997900177763,-0.004503262214944439,-0.0008748331189391355,4.5216809795918405,1.6255805799458007,0.7743247811950758,0.25898930705303874,0.3059140093472849,0.3816713793476868,0
